,id,name,alias,rating,review_count,price
39,2buX7P8YIqcrHSKtqwm92g,Kossar's,kossars-new-york,3.5,514,1.0
40,Xs8jqmmjqm0foupgGFBO_w,New York City Bagel Coffee House,new-york-city-bagel-coffee-house-astoria,4.0,357,2.0
41,SSMCUb9erxbOkz6XUgHfKA,Andrew's Classic BKLYN Bagels by Hard Times Sundaes,andrews-classic-bklyn-bagels-by-hard-times-sundaes-brooklyn,3.5,12,
42,Rc9_uzaTwqFTG1LGlbTPxQ,New York City Bagel & Coffee House,new-york-city-bagel-and-coffee-house-astoria-2,4.0,239,2.0
43,WBNXo3byv64a0hn40c9Zuw,Montague Street Bagels,montague-street-bagels-brooklyn,3.0,200,1.0
44,m6FV9h1mMJ9_LZetNOjNjg,Bagelworks,bagelworks-new-york-5,4.0,378,1.0
45,fZYymv8linCo2id7wIokwQ,Bagel Boy,bagel-boy-brooklyn,4.0,250,1.0
46,XTa5infpecABoyLZ86EH2w,Bagel Bob's,bagel-bobs-new-york,4.0,178,1.0
47,n8AfzNmqZUfXZzHtieea_A,Murray's Bagels,murrays-bagels-new-york,3.0,843,1.0
48,psx14GCq03cuRCWJIs0CuQ,Bagel Oasis,bagel-oasis-fresh-meadows,4.0,351,1.0
49,7pqZ3lpAtinvJ6QKOzSXxg,Yorkville Bagel & Cafe,yorkville-bagel-and-cafe-new-york-4,4.0,91,1.0
0,w8eAlTI-8pbVecPsWMrEMw,Baked In Brooklyn Bakery Store,baked-in-brooklyn-bakery-store-brooklyn,4.0,233,1.0
1,T-JA9h3BIZfFNvjwHAAj9Q,Terrace Bagels,terrace-bagels-brooklyn,3.5,353,1.0
2,S_XtZplc6Gkf1AmsgACryw,Catskill Bagels,catskill-bagels-brooklyn-2,3.0,209,1.0
3,H6NbVY8wxBL916q3GXBdVg,Tasty Bagels,tasty-bagels-brooklyn-2,4.0,97,1.0
4,x3RfohtUQPWHS1l1VfAMTQ,Pick A Bagel,pick-a-bagel-new-york-15,3.5,871,2.0
5,rY-EP5WCxQS0Ti-cdLSO7A,Empire Bagels,empire-bagels-bronx,4.5,102,1.0
6,mnrGTFfV8uZJYdDwl3Mynw,Glendale Bagels & Quality Deli,glendale-bagels-and-quality-deli-glendale,4.0,110,1.0
7,ZP2uwlP0s21sh0wlPR-9Sw,Catherine  Deli and Bagel,catherine-deli-and-bagel-new-york,4.5,2,
8,EfhCZ3CiZeVzFt5E5N0n3w,Bergen Bagels,bergen-bagels-brooklyn-3,3.0,225,1.0
9,4v5lbiExMocWoG7iKnYWrQ,Black Seed Bagels,black-seed-bagels-new-york-11,3.0,231,2.0
10,H_V8VZtIv34atqpI-Z86CQ,Bagel Pub,bagel-pub-brooklyn-2,3.5,303,1.0
11,TynT1ykBkQhXd6nuTK6JUQ,Rego Bagels,rego-bagels-rego-park-2,4.0,142,1.0
12,h94df8mReXmkPgk2aKt6fQ,The Bagel Factory - 17th St,the-bagel-factory-17th-st-brooklyn,3.5,123,1.0
13,mOL7TxRDJGutaEtVA8_hUg,Sadelle's,sadelles-new-york,3.5,627,3.0
14,MzSsxuBwJBlHmNFgEiOOeA,Have-A-Bagel,have-a-bagel-brooklyn,3.5,90,1.0
15,sW9iYflRa6dMyDxKzXP3CQ,Bagel Boy,bagel-boy-brooklyn-2,3.5,315,2.0
16,TNM-nVhLdoxo_gcpm940Jg,Baker's Dozen Bagels,bakers-dozen-bagels-kew-gardens,4.0,232,1.0
17,0EOWrLcnWEO1pP7bZafofw,Wonder Bagels,wonder-bagels-jersey-city,4.0,461,1.0
18,pqLyL98DC8daWZofpQQKbg,Toast & Roast Bagels and Coffee,toast-and-roast-bagels-and-coffee-astoria,4.0,68,1.0
19,l29pVn4RfU9xYMggiIVOcg,R & R Coffee,r-and-r-coffee-new-york,4.0,209,1.0
20,kuKSvCZDFrgOrY-dcrOefg,Round K,round-k-new-york,4.5,368,2.0
21,9OT6A8a6A2CyRXv3FoWBjg,Bagels On Bartow,bagels-on-bartow-bronx,4.5,53,1.0
22,QdmvRfJb86BVvk6A-J5gAg,Modern Bread and Bagel,modern-bread-and-bagel-new-york,4.0,148,2.0
23,kL9XCbKLaNYOix8YjL4VWw,Hot Bialys & Bagels,hot-bialys-and-bagels-forest-hills,4.0,82,1.0
24,s_bkOOVmBwkNueITXriXmw,Mixtape Bushwick,mixtape-bushwick-brooklyn,4.5,78,1.0
25,k3Dn19cNxNuLlO0lebtDUg,La Bagel Delight,la-bagel-delight-brooklyn-4,4.0,292,1.0
26,Sq-1bmvA_jypgubzakledA,Konditori,konditori-new-york-8,4.0,53,1.0
27,Phuu76JEhGysnwfkPTq7kQ,Bagel Bob's on York,bagel-bobs-on-york-new-york,3.5,247,1.0
28,owvn3TwI2oweLWh4D7strA,Comfortland,comfortland-astoria-2,4.0,141,
29,Fm8l6uRzRY75hR-cBMAaFg,Middle Village Bagels,middle-village-bagels-middle-village,3.5,46,
30,bvIXVgn_Do7K7qnqcJmWhA,Tal Bagels,tal-bagels-new-york-7,3.5,126,1.0
31,drSJJWL7lsG8dSRYI--6wQ,NY Bagels & Cafe,ny-bagels-and-cafe-new-york,4.0,206,1.0
32,TbiFZCNAySD5rYauM1IWlA,NY Jumbo Bagels,ny-jumbo-bagels-new-york,4.0,303,1.0
33,oLYnY3SKNqIwERzZXOc63A,Myrtle Bagel,myrtle-bagel-brooklyn,3.5,78,1.0
34,rGfDX_ors68i8LnuG55NQA,Bagel Buffet,bagel-buffet-new-york-116,4.0,54,1.0
35,TCPkVG3SPMVz8FcXg26ZDA,Cropsey Bagels & Deli,cropsey-bagels-and-deli-brooklyn,4.0,39,1.0
36,Eed-9O8xP80b4L9zYJ_WOA,Pio Bagel,pio-bagel-brooklyn,3.5,134,1.0
37,QUf4eik0ipJGkBtRHNMl5g,Murray's Bagels,murrays-bagels-new-york-4,3.5,806,1.0
38,gwo5ci1qtZZhOURn81ddhg,Greenberg's Bagels,greenbergs-bagels-brooklyn,3.5,18,
39,UcXNrGQqmBtd8f2Lfhhp2g,Bagel Villa,bagel-villa-brooklyn,4.0,53,1.0
40,x_oV9aGzq-lNmgPXU_tvbw,Zucker's Bagels & Smoked Fish,zuckers-bagels-and-smoked-fish-new-york,3.0,655,1.0
41,SP6PP2FBAVT6gGQXqf4tkw,Bk Bagels,bk-bagels-brooklyn-2,3.5,122,1.0
42,lLsEzgmXwCoP6OK5ACT1Ig,Ess-a-Bagel,ess-a-bagel-new-york-6,3.5,123,2.0
43,CxGc34Qnqy7U3qyMmt6fFA,Bagel House IV,bagel-house-iv-jackson-heights,3.5,72,1.0
44,VXB2v7QVe2APSgeSqpmdGw,Bagel Bazaar,bagel-bazaar-brooklyn,4.0,68,1.0
45,lgndZLoGNjS8gSBx-fS-Uw,La Bagel Delight at Court St,la-bagel-delight-at-court-st-brooklyn-2,3.5,159,1.0
46,RAWYd6j97buZz2DKaDCvVA,Crown Bagel & Deli,crown-bagel-and-deli-brooklyn,4.5,11,2.0
47,2xxX3t7ykIlyoaOXZdRZNw,Bagel World,bagel-world-brooklyn-3,4.0,207,1.0
48,ra7WT0N2US_xxOLHnAoelQ,Astoria Bagel Shop & Deli,astoria-bagel-shop-and-deli-astoria,4.0,150,1.0
49,lU70uTzcNocJjQQ9CYXT3w,Forest Hills Bagel,forest-hills-bagel-forest-hills,3.5,229,1.0
0,EoR1wQbqV0NVEhrB0X8SNg,Brooklyn Bagel & Coffee Company,brooklyn-bagel-and-coffee-company-astoria-2,4.0,419,1.0
1,i-ssN9j_LmixpSDZhzzoUA,Zee Bagels,zee-bagels-brooklyn,4.0,69,1.0
2,fRvMiQFYJTc41KFltinpcA,Bagel World,bagel-world-brooklyn-4,3.5,72,1.0
3,FkBFKwF9bDl3BCt3vebHbw,Williamsburg Bagel,williamsburg-bagel-brooklyn,3.5,27,1.0
4,N1ONVWG0X8mDmk7QFM4DiA,Bake a Bagel,bake-a-bagel-maspeth,4.5,12,
5,MaJ6q9fTLyRrrO2lzGt_Bw,Juju's Bagels Cafe,jujus-bagels-cafe-jackson-heights,4.5,164,1.0
6,tQIC8V5c9vwaakcOSv62ig,Hudson Bagels,hudson-bagels-new-york,3.0,127,1.0
7,SQS9wteNCLoVStkVK0oZNA,Zucker's Bagels & Smoked Fish,zuckers-bagels-and-smoked-fish-new-york-2,3.0,504,2.0
8,aM8SCVt3APBw1kE5Zg0kkQ,Native Bean,native-bean-new-york-2,4.5,91,1.0
9,gNuIdQMEddQUHUTiFXxZGg,Brownstone Bagel & Bread,brownstone-bagel-and-bread-brooklyn,3.5,237,1.0
10,0NM2tVB297RZjZrvuTZTvA,The Bad Bagel,the-bad-bagel-brooklyn,3.0,86,1.0
11,3xTlLfIwh_IFkxoXNU8tYQ,Bagel Point,bagel-point-brooklyn-2,3.5,121,
12,H4jJ7XB3CetIr1pg56CczQ,Levain Bakery,levain-bakery-new-york,4.5,8029,2.0
13,3PAWQuIvJ8DIa5akaF3XYQ,Marcy & Myrtle Cafe,marcy-and-myrtle-cafe-brooklyn-2,4.5,16,
14,r0K4sHp8u97oqo473r_lOA,Bagels and Cream,bagels-and-cream-bronx,4.0,55,1.0
15,AZIxbXMnIDkGU2P7pOhHkg,Tribeca Bagels,tribeca-bagels-new-york,3.0,147,1.0
16,ohgo7IDUn5bOWnDJP9xvYQ,Davidovich Bakery,davidovich-bakery-new-york-2,3.5,107,1.0
17,QOmvgnyNHrD6J8vuwaTOkg,Brooklyn Bagel & Coffee Company,brooklyn-bagel-and-coffee-company-astoria-5,4.0,457,1.0
18,tq7dDT6edTInhkNdDrYv_w,Black Brick,black-brick-brooklyn,4.0,315,1.0
19,mU23NlQfn1R9OhA6WMe_xg,Breads Bakery,breads-bakery-new-york,4.5,999,2.0
20,2bpjwQBGoo9KyMYUuPt0Hw,The Bagel Market,the-bagel-market-brooklyn,3.0,158,2.0
21,GpdS976Ttv_gs-AAkoDVbQ,Bagel Story,bagel-story-brooklyn,3.0,66,
22,T0OShnCTfFONVEbDgFlJZA,Shelsky's Brooklyn Bagels,shelskys-brooklyn-bagels-brooklyn-3,3.0,104,
23,T55YbUuuYSmBtoN3b2mfzA,Prospect Provisions,prospect-provisions-brooklyn,5.0,87,
24,GoxKFRbai3QC7KAq0-KhwQ,Bagels Plus,bagels-plus-new-york,3.0,60,1.0
25,VHORZQg5A3YNBptRN92QGg,The Lazy Llama Coffee Bar,the-lazy-llama-coffee-bar-new-york-2,4.5,87,2.0
26,tPfXeeC54I8MLSUE6Tnzcw,Bagel Belly,bagel-belly-new-york,3.0,163,1.0
27,hDT_KAXQgHpchcwG5_gv0Q,Wu & Nussbaum,wu-and-nussbaum-new-york,3.5,43,2.0
28,jewdjZyGcAXIepOeTBae6g,Cafe Panino Mucho Giusto,cafe-panino-mucho-giusto-new-york,4.0,102,1.0
29,ysFjhHDTuYnTv6wrvsgsWg,Olde Brooklyn Bagel Shoppe,olde-brooklyn-bagel-shoppe-brooklyn,3.0,266,1.0
30,j1TePe2B6pjvvEg2VOLNcg,Gramercy Bagels,gramercy-bagels-new-york,3.0,155,1.0
31,f0hETSiQ-JYosZ5PpOM0sw,Wild Bagels,wild-bagels-brooklyn,3.5,63,1.0
32,MhnlFZ4j-LP6_XSSFQP0SA,Bunch-O-Bagels,bunch-o-bagels-brooklyn,4.0,54,1.0
33,wuzvmKPUf0xT82f5UdIJ-w,Bagel Tree,bagel-tree-new-york,3.5,39,1.0
34,QWaSFpv0ujHM09kbilB-PQ,Hot Bagels,hot-bagels-brooklyn,4.0,81,1.0
35,VB0iSLuIAWpJZM5QYuvmbQ,Browns Bagels,browns-bagels-new-york,3.5,183,2.0
36,o4UrasB2ljx2gxfsUFHfBw,Bagel Boss Murray Hill,bagel-boss-murray-hill-new-york,3.0,146,1.0
37,oJYQFBducPsb-497lonrTQ,Pick-A-Bagel,pick-a-bagel-new-york-6,3.5,245,1.0
38,O0xFECgTDf1rbZzW9qUULQ,Peter Pan Donut & Pastry Shop,peter-pan-donut-and-pastry-shop-brooklyn-2,4.5,1299,1.0
39,pWywDImlX0n_XKPNg0Bizg,Sunny and Annie's,sunny-and-annies-new-york,4.5,479,1.0
40,atmylNI4tEHH2dExuXnhWw,Wow Bagel,wow-bagel-ridgewood,3.5,50,1.0
41,5xD9KMFK48rMRP2lQZCNxA,Baker's Dozen,bakers-dozen-brooklyn,3.5,212,1.0
42,IcPV1gSYBoDfJIv_jFdcOg,Line Bagels,line-bagels-brooklyn,3.5,68,1.0
43,TOw3Je9Jp5tbZGNuaRm_Ag,Heartland Bagels,heartland-bagels-staten-island,4.0,94,1.0
44,O4FFQ92eT-hdSa7F5TpLTw,Inwood Bagels,inwood-bagels-new-york,3.5,89,1.0
45,QLFcY7eToAFQAuIEEWnXCA,Bagel Schmagel,bagel-schmagel-brooklyn,3.0,177,1.0
46,BMRU_o4Gnc2Ghj1JOAXHkw,Village Bagels,village-bagels-whitestone,4.0,11,1.0
47,L5dAB078WD5mcEhENymhEQ,The Bagel House,the-bagel-house-astoria,4.0,96,1.0
48,TCIUjVxXKausyWWmYqv4xA,Dyker Park Bagels,dyker-park-bagels-brooklyn,3.5,102,1.0
49,YPjN6qQmkNkMhdShPzfliA,Bagels On The Ave,bagels-on-the-ave-astoria,3.0,182,1.0
0,xCsgp_OJlMiZh9RIdoIxHA,Steve's Bagels,steves-bagels-brooklyn,3.5,102,1.0
1,ZScp6b6JXLHwVtN3Q27Bqw,Bagel Parlor,bagel-parlor-whitestone-2,4.5,14,
2,eAWGPqVKNrUuLw7V5S8mYQ,Bagel Boss,bagel-boss-new-york-3,3.0,174,1.0
3,7egiLH0paGKy0eINpHgIwg,Nagle's Bagels,nagles-bagels-bedford-stuyvesant-3,2.5,125,1.0
4,WAnnEwlOcCaFCK1Iu5RKvQ,Hot Bagels and Bialys,hot-bagels-and-bialys-brooklyn-4,4.5,9,
5,_kARxrcTt5HjXQIEalDGWg,Zabar's,zabars-new-york,4.0,987,2.0
6,4OTDu-sPa5d88gnF2sfWKQ,Bagel Pub,bagel-pub-brooklyn-5,5.0,3,
7,ft4-eCqO3kukSCsOChMV_g,Chakra Cafe,chakra-cafe-sunnyside,4.5,69,
8,yc17eYI-lv59ShQ3zMy_Bg,Pick a Bagel,pick-a-bagel-new-york-4,3.0,324,1.0
9,ZjYkL_LdaoY0eTwckgnykQ,Bantam Bagels,bantam-bagels-new-york-2,3.0,281,1.0
10,dxCpjQXuBiy5EqZRIGxA5Q,Marie Blachere - Manhattan,marie-blachere-manhattan-new-york-4,4.0,72,
11,L3-1UKU5mUQjowd0Y74Ixw,Bagels & Brew,bagels-and-brew-astoria,4.0,208,1.0
12,T1Kvh7OyCu7aq29r3jZMRQ,Mill Basin Bagel Cafe,mill-basin-bagel-cafe-brooklyn,2.5,56,1.0
13,ZO9CKtJ9tvPSwEns-semKA,Zucker's Bagels & Smoked Fish,zuckers-bagels-and-smoked-fish-new-york-10,3.0,128,1.0
14,w8xBvf5SI4NsL4_uzYFJyQ,731 Bagel,731-bagel-brooklyn,4.0,4,
15,9uhWTKavezO5TKWMui-o3w,La Bagel Delight,la-bagel-delight-brooklyn-7,3.0,170,1.0
16,4VEgZ7aVUt6oKw8KmXj-jQ,Brooklyn Kolache,brooklyn-kolache-brooklyn,4.5,307,1.0
17,XL32Ml5jcYwZp6CIxUokmw,Bread Brothers Bagel Cafe - Greenpoint,bread-brothers-bagel-cafe-greenpoint-brooklyn,3.0,101,1.0
18,Y-uvH0uctJjAiGfKfE_T1g,Russ & Daughters at the Jewish Museum,russ-and-daughters-at-the-jewish-museum-new-york-4,3.5,108,2.0
19,f0sqW7BwF_H5r2stkzK7hw,Whitestone Bagels Factory,whitestone-bagels-factory-whitestone,4.0,160,1.0
20,GqO2I5acetVHwBszFeHabw,Bagel Pub,bagel-pub-brooklyn-3,4.0,17,
21,Jcd_GQVRncoqXh16eslvhQ,Bake City Bagels,bake-city-bagels-brooklyn,4.0,42,1.0
22,cGsQXm4d2NVHW7jljXPF1Q,O'Bagel,o-bagel-hoboken,3.5,314,1.0
23,DklpHj1YV2CMR4VEo-TlGQ,Casella Bagel Coffee Shop,casella-bagel-coffee-shop-new-york,3.5,26,1.0
24,I0cCH0mw6WGyClL6OSE3Jg,Pick A Bagel,pick-a-bagel-new-york-3,3.0,273,1.0
25,7akz4cCMAn0Ze6JKMfU5oQ,Mazzola Bakery,mazzola-bakery-brooklyn,4.5,198,1.0
26,2naDr1913zJk7Y1f2wsWYw,Tal Bagels,tal-bagels-new-york-3,3.5,233,1.0
27,uAeOZBQ5vzBU7IFBhY2uEQ,The Bagel Store,the-bagel-store-carlstadt,3.5,64,1.0
28,NzHiK8Csmypx4f6jYhSqiQ,Lenny's Bagels,lennys-bagels-new-york-2,4.0,138,1.0
29,N76sM-aYku1cOBMXWOvliw,Original Brooklyn Bagel,original-brooklyn-bagel-brooklyn,4.5,33,2.0
30,ECw2da1I0StgwFzn85_t6w,Bagels on the blvd,bagels-on-the-blvd-staten-island-3,3.0,14,
31,UtyTBbBL6reUN68CvN5Lnw,Everything Bagels & Deli,everything-bagels-and-deli-bayonne,4.0,12,
32,aSDGr4NIfm1C6IspWSNaQw,Orwasher's,orwashers-new-york,4.5,392,2.0
33,idyZhq9vMaYxQ40hYH2x5g,Cafe Bari,cafe-bari-new-york-3,4.0,88,2.0
34,l56_RXR4UojE4gbpHrv89Q,American New York Bagel,american-new-york-bagel-jackson-heights,3.5,5,
35,3il_0gHjCcLeMmoyDrmjUg,Black Seed Bagels,black-seed-bagels-new-york-16,2.5,110,2.0
36,i0pTGtQYAPseFcAryoWj4A,Bagel Supreme,bagel-supreme-brooklyn-2,3.5,56,1.0
37,2GfP_V04B5eTIviNqsNcFw,What's A Bagel,whats-a-bagel-brooklyn,3.5,5,2.0
38,YjSYeFr3ZDsCFkdlFdL6qA,Bay Bagels,bay-bagels-brooklyn,3.0,39,1.0
39,uas-gysnqvS_Krx0kmLQ5A,Black Seed Bagels At Hudson Eats,black-seed-bagels-at-hudson-eats-new-york,2.0,186,2.0
40,0dO6JJPmkivbK8-Qu5eUYg,Toasties,toasties-new-york-6,4.0,372,1.0
41,VdwsPucTABX4R0GIFOebeg,Park Bagels,park-bagels-brooklyn,4.0,32,2.0
42,zI0_zyZl-0Xqk8vR9xWiIg,New York City Bagel & Coffee House,new-york-city-bagel-and-coffee-house-astoria-3,3.5,68,2.0
43,DkcVNKDDoUJGkLN9Pe4R0w,H&H Bagels,h-and-h-bagels-new-york-7,2.5,173,2.0
44,T4Dz6vmotl5CkleLMSBK9Q,Bergen Bagels,bergen-bagels-brooklyn-5,3.0,168,1.0
45,vrcfSmyE8orhd0yHSrqvgQ,BKG Coffee Roasters,bkg-coffee-roasters-brooklyn-2,4.5,76,2.0
46,27aEpgY7F1AnppaulRnGYg,Bagel Express,bagel-express-new-york-4,3.5,310,1.0
47,lM44NybalPaw3aiw24WOdA,Court Street Grocers,court-street-grocers-brooklyn,4.5,274,2.0
48,WkALLrAOqGnMPhWhR4pM8w,Thompson Finest Deli,thompson-finest-deli-new-york,4.0,53,1.0
49,Xf8spStI1SvCjwD1AWtMhg,H & L Bagels,h-and-l-bagels-brooklyn,4.0,36,1.0
0,_0RMTkpPymef5NLh7NUvEw,Milk & Pull,milk-and-pull-ridgewood,3.5,96,1.0
1,Dq_KwjD7WpGmgrXiu0qEOg,Made Fresh Daily,made-fresh-daily-new-york,4.0,194,2.0
2,5o-jorn07AInbmlNlYGC0g,Dear Mama Coffee,dear-mama-coffee-new-york,4.5,270,1.0
3,yMxGI1kcqv6a-aGH-VXg8A,Little Skips East,little-skips-east-brooklyn-2,4.0,61,1.0
4,1c6_FJie8nGGJHIGYBDyHw,Bagel Club,bagel-club-bayside,3.5,139,1.0
5,Mkx7wE0Jlb0bFYGhEpulSg,Blackstone Coffee Roasters,blackstone-coffee-roasters-new-york,4.5,62,2.0
6,vTQIS8TW-m75XwbPoGpW8g,Java Day Cafe,java-day-cafe-flushing,4.5,305,2.0
7,p1wDwUphBhvQkOuD9ydb_g,Chelsea Bagel Of Tudor City,chelsea-bagel-of-tudor-city-new-york,3.5,101,1.0
8,jB4fXyjDvn8Zc6IyDu49YQ,Woodside Deli & Bagel,woodside-deli-and-bagel-woodside,3.5,17,1.0
9,c6UUcUTbwbk0kOpF6jVOJQ,The Doughnut Project,the-doughnut-project-new-york,4.0,453,1.0
10,QH9vS9_Q5um3b8sZntZiyw,The Jolly Goat Coffee Bar,the-jolly-goat-coffee-bar-new-york,4.5,341,1.0
11,4fk4yDJCKh-95RWlKN4VmA,Highway Bagels,highway-bagels-brooklyn,2.5,100,1.0
12,zMqPylWzIIPCQtBTosp0tg,Norma's Corner Shoppe,normas-corner-shoppe-ridgewood-2,4.5,278,1.0
13,3TZsabz3SJicr2ZFXXXaOg,La Luna Cafe,la-luna-cafe-astoria-46,4.0,54,1.0
14,-ReVBdHXjJ4qH9Xl2MDq3A,JK Bakery,jk-bakery-flushing,4.0,68,1.0
15,amoGEhgkE4xcNXwYqWeoaw,Yonah Schimmel's Knish Bakery,yonah-schimmels-knish-bakery-new-york,4.0,631,1.0
16,3AgtLUyDGFIsMrg25e8LPQ,Brooklyn Bread Cafe,brooklyn-bread-cafe-brooklyn,3.5,132,2.0
17,B5DIEjr0Gy9RKyazkop60Q,The Bagel Factory,the-bagel-factory-brooklyn-2,3.5,39,1.0
18,6dFUAsPQeGkUjEuDGUDg2Q,Bagelsmith,bagelsmith-brooklyn-2,3.0,291,1.0
19,KCISn0hhX9wH9ChgWRXnDw,Lunch Box,lunch-box-new-york-3,4.0,142,1.0
20,8h3x16M9V5W7_0hSvQnGpw,Gotta Getta Bagel,gotta-getta-bagel-forest-hills,3.0,208,1.0
21,VRhEPnjPI64dBC39gDD-Vw,IC Brooklyn Cafe,ic-brooklyn-cafe-brooklyn,4.5,89,1.0
22,P4HX6tjQQK4gbdn_d0cGTw,Ground Support,ground-support-new-york,4.0,509,1.0
23,V3ZvBwLvKBSohMT1j6C-gg,William Greenberg Desserts,william-greenberg-desserts-new-york,4.0,237,2.0
24,F487woKE1s-IcPDdJwsdcQ,Atlantic Bagels Cafe,atlantic-bagels-cafe-brooklyn-97,3.0,103,1.0
25,cvH23Ge8IvDVlFZKtwlLKQ,Oh! Bagels and Cafe,oh-bagels-and-cafe-new-york,4.0,9,1.0
26,WHRHK3S1mQc3PmhwsGRvbw,Bibble & Sip,bibble-and-sip-new-york-2,4.5,4780,1.0
27,LCxw7APl13XIenOTmHvi9A,Hot Bagels,hot-bagels-brooklyn-4,4.0,7,1.0
28,5sWTM3HPS2Bi_ZrVmUgTFg,Boulevard Bagel Cafe,boulevard-bagel-cafe-astoria,2.5,69,1.0
29,X5dd1L7DTSV_hb3LhmhZQA,Hand Rolled Bagels,hand-rolled-bagels-new-hyde-park,4.0,228,1.0
